input,output
What is a Capability List (C-List)?,"A Capability List, or C-List, is a mechanism used in access control that specifies the authorized objects and operations for a particular user. It is a method of implementing an access control matrix by decomposition, specifically by rows, where each row corresponds to a user and lists the resources they can access and the operations they can perform on those resources."
"How is an access control matrix typically implemented in practice, according to the document?","In practice, an access control matrix, which is often sparse (meaning most entries are empty), can be implemented by decomposition in one of two ways. The document specifically highlights ""decomposition by rows"" as a method, which leads to the use of Capability Lists (C-Lists)."
What is the primary benefit of using a C-List for access rights management?,"The primary benefit of using a Capability List (C-List) for access rights management is its convenience when determining the access rights available to a specific user. Since a C-List specifies all authorized objects and operations for a particular user, it simplifies the process of querying what a user is permitted to do."
"Explain the concept of ""decomposition by rows"" in the context of implementing an access control matrix.","Decomposition by rows, in the context of implementing an access control matrix, refers to organizing access control information such that each row represents a subject (e.g., a user) and lists all the objects (e.g., files) that subject can access, along with the specific operations (e.g., read, write, execute) they are authorized to perform on those objects. This method is typically implemented using Capability Lists (C-Lists)."
"How are various system components like files, directories, and I/O devices uniformly treated in a Unix OS?","In a Unix OS, various system components such as files, directories, memory devices, and I/O devices are uniformly treated as resources. This consistent treatment simplifies resource management and access control within the operating system."
What are the two fundamental characteristics of resources in Unix OS concerning access control?,"The two fundamental characteristics of resources in Unix OS concerning access control are: first, these resources are the objects of access control, meaning permissions are defined for them; and second, each resource has a single user owner and a single group owner, which are crucial for determining access rights."
"List the key pieces of information provided in a Unix file listing, as depicted in the document.","A Unix file listing, as depicted, typically provides several key pieces of information about a resource: the File type, File permissions (read/write/execute), Link counter (the number of directory entries pointing to the file), Username (of the owner), Group name (of the owner group), File size, and Modified date/time."
"Define ""Link counter"" as it appears in Unix file information.","The ""Link counter"" in Unix file information refers to the number of hard links, which are directory entries that point to the same physical file on the disk. A higher link counter indicates that multiple names or paths refer to the same underlying file data."
What does the file type indicator 'd' represent in a Unix file listing?,"In a Unix file listing, the file type indicator 'd' represents a directory. A directory is a special type of file that contains references to other files and directories, organizing the file system hierarchy."
What does the file type indicator 's' represent in a Unix file listing?,"In a Unix file listing, the file type indicator 's' represents a socket. A socket is an endpoint for communication between processes, often used for network communication."
What does the file type indicator 'b' represent in a Unix file listing?,"In a Unix file listing, the file type indicator 'b' represents a block device file. A block device file is a special file that provides an interface to hardware devices that handle data in fixed-size blocks, such as hard drives or CD-ROM drives."
What does the file type indicator 'l' represent in a Unix file listing?,"In a Unix file listing, the file type indicator 'l' represents a symbolic link, also known as a soft link or symlink. A symbolic link is a special type of file that points to another file or directory by its path, similar to a shortcut."
What does the file type indicator 'c' represent in a Unix file listing?,"In a Unix file listing, the file type indicator 'c' represents a character device file. A character device file is a special file that provides an interface to hardware devices that handle data as a stream of characters, such as keyboards, mice, or serial ports."
What are the three basic permissions used in Unix permission representation?,"The three basic permissions used in Unix permission representation are Read, Write, and Execute. These permissions define the types of operations that can be performed on a file or directory."
Who are the three subjects to whom permissions are assigned in Unix?,"In Unix, permissions are assigned to three distinct subjects: the Owner (the user who owns the file), the Group (the group associated with the file), and Other (all other users on the system)."
Describe the access rights granted by the permission string `rw-r--r--`.,"The permission string `rw-r--r--` grants the following access rights: the owner has read and write access (`rw-`), the group has only read access (`r--`), and other users also have only read access (`r--`). The hyphen (`-`) indicates the absence of a particular permission."
Describe the access rights granted by the permission string `rwx------`.,"The permission string `rwx------` grants the following access rights: the owner has read, write, and execute access (`rwx`), while both the group and other users have no rights whatsoever (`------`). The hyphen (`-`) indicates the absence of a particular permission."
How is the permission string `rw-r--r--` represented in octal notation?,"The permission string `rw-r--r--` is represented as `644` in octal notation. This is derived by assigning numeric values to permissions (Read=4, Write=2, Execute=1) and summing them for each subject: owner (rw- = 4+2+0 = 6), group (r-- = 4+0+0 = 4), and other (r-- = 4+0+0 = 4)."
How is the permission string `rwx------` represented in octal notation?,"The permission string `rwx------` is represented as `700` in octal notation. This is derived by assigning numeric values to permissions (Read=4, Write=2, Execute=1) and summing them for each subject: owner (rwx = 4+2+1 = 7), group (--- = 0+0+0 = 0), and other (--- = 0+0+0 = 0)."
Provide an example of a `chmod` command used by users to change file permissions using numeric mode.,"An example of a `chmod` command used by users to change file permissions using numeric (octal) mode is `chmod 754 filename`. In this command, `754` sets read, write, and execute permissions for the owner (7), read and execute for the group (5), and only read for others (4)."
Provide an example of a `chmod` command used by users to change file permissions using symbolic mode.,"An example of a `chmod` command used by users to change file permissions using symbolic mode is `chmod u+wrx,g+rx,g-w,o+r,o-wx filename`. This command grants the owner (u) write, read, and execute; grants the group (g) read and execute but removes write; and grants others (o) read but removes write and execute."
"Who has the authority to change file ownerships in Unix-like systems, and what command is used for this purpose?","In Unix-like systems, only the root user has the authority to change file ownerships. The command used for this purpose is `chown`, with an example being `chown user:group filename`, which changes both the user owner and the group owner of the specified file."
"What is ""Controlled Invocation"" in the context of operating systems?","""Controlled Invocation"" refers to the mechanism by which certain operating system functions, which typically require elevated privileges (like superuser privilege), can be executed in a controlled manner, often allowing normal users to perform specific privileged tasks without granting them full superuser access."
"What type of privilege is necessary to execute certain operating system functions, such as changing a user's password?","Superuser privilege is necessary to execute certain operating system functions, such as changing a user's password. This is because sensitive files, like the one storing user passwords, are typically owned by the root superuser and are not directly accessible by normal users."
"Where are user passwords typically stored in a Unix-like system, and what is the ownership of this file?","In a Unix-like system, user passwords are typically stored in the file `/etc/shadow`. This file is owned by the root superuser, meaning a normal user has no direct access to it, ensuring its security."
"Explain the mechanism that allows a normal user to change their password using the `passwd` program, despite the password file being owned by root.","A normal user can change their password using the `passwd` program despite the password file (`/etc/shadow`) being owned by root due to a special permission flag called SUID (Set User ID). When SUID is enabled on the `passwd` program, the user executing it temporarily inherits the permissions of the program's owner, which is root. This allows the `passwd` program to write the new password to `/etc/shadow` on behalf of the normal user."
What is SUID in the context of file permissions?,"SUID, or Set User ID, is a special permission flag for a program. When SUID is enabled on an executable file, it allows the user who executes that program to inherit the permissions of the program's owner, rather than executing with their own permissions. This is often used to grant temporary elevated privileges for specific tasks."
What is the effect of the SUID flag when a program is executed by a user?,"When a program with the SUID flag enabled is executed by a user, the user inherits the permissions of the program's owner. This means if the program is owned by root and has SUID set, a normal user executing it will temporarily gain root privileges for the duration of that program's execution, allowing it to perform actions that normally require root access."
How is the SUID permission flag visually indicated in a file's permission string?,"The SUID permission flag is visually indicated in a file's permission string by an 's' character in place of the 'x' (execute) permission for the owner. For example, `-rwsr-xr-x` indicates that the owner has read, write, and SUID (execute) permissions."
