input,output
Define the SingHealth Data Breach.,"The SingHealth Data Breach was a cyberattack of unprecedented scale and sophistication carried out on the SingHealth patient database between August 23, 2017, and July 20, 2018. During this period, the database was illegally accessed, and personal particulars of 1.5 million patients, including names, NRIC numbers, addresses, and dates of birth, were exfiltrated. Additionally, around 159,000 of these patients also had their outpatient dispensed medication records exfiltrated. The Prime Minister's personal and outpatient medication data was specifically targeted and repeatedly accessed."
What was the timeframe of the SingHealth cyberattack?,"The cyberattack on the SingHealth patient database occurred between August 23, 2017, and July 20, 2018."
How many patients were affected by the SingHealth data exfiltration?,"The personal particulars of 1.5 million patients were exfiltrated during the SingHealth data breach. Of these, approximately 159,000 patients also had their outpatient dispensed medication records exfiltrated."
What types of personal particulars were exfiltrated from the SingHealth patient database?,"The personal particulars exfiltrated from the SingHealth patient database included names, NRIC numbers, addresses, and dates of birth."
Was any specific individual's data targeted during the SingHealth cyberattack?,"Yes, the Prime Minister's personal and outpatient medication data was specifically targeted and repeatedly accessed during the SingHealth cyberattack."
When did the data exfiltration specifically occur during the SingHealth cyberattack?,"The data exfiltration of personal particulars occurred over the period of June 27, 2018, to July 4, 2018."
What are considered the 'crown jewels' of the SingHealth network?,"The 'crown jewels' of the SingHealth network are the patient electronic medical records contained within the SingHealth ""SCM"" database. The SCM database stores critical patient information, making it the most valuable asset in terms of data."
Describe the SingHealth SCM system.,"The SingHealth SCM system is an electronic medical records software solution. Its primary function is to allow healthcare staff to access real-time patient data. The SCM system comprises front-end workstations, Citrix servers, and the SCM database itself."
How do users typically access the SCM database?,"Users typically access the SCM database via Citrix servers. These Citrix servers function as an intermediary, facilitating the connection between front-end workstations used by staff and the SCM database."
What role did Citrix servers play in the SingHealth Cyber Attack?,"The Citrix servers played a critical role in the Cyber Attack. They served as the intermediary for users to access the SCM database, and their compromise was a key factor in the attack's progression."
Who owned the SCM system at the time of the cyberattack?,"At the time of the Cyber Attack, SingHealth owned the SCM system."
What were the responsibilities of Integrated Health Information Systems Private Limited (IHIS) regarding the SCM system?,"Integrated Health Information Systems Private Limited (""IHIS"") was responsible for administering and operating the SCM system. This included implementing cybersecurity measures, as well as handling security incident response and reporting."
What entity was responsible for cybersecurity measures for the SCM system?,"Integrated Health Information Systems Private Limited (""IHIS"") was responsible for implementing cybersecurity measures for the SCM system."
Outline the SingHealth user authentication process for accessing the SCM Database.,"The SingHealth user authentication process to access the SCM Database involves four main steps: \n1. Users launch the SCM application via CITRIX at their User PC. \n2. The user's credentials are then sent to the SCM Security Server for authentication. \n3. Once authenticated, the system confirms the user's identity. \n4. Finally, users successfully log in and can begin using the SCM system."
What components are involved in the SingHealth user authentication process for the SCM Database?,"The components involved in the SingHealth user authentication process for the SCM Database include User Workstations (User PCs), the CITRIX FARM (comprising CITRIX SERVERS acting as SCM CLIENTs), and SCM SERVERS (which include the SCM SECURITY SERVER and the SCM DATABASE)."
When did the initial entry of the cyberattack occur and where?,"The initial entry of the cyberattack occurred on August 23, 2017, at Workstation A within Healthcare Institution A."
Describe the lateral movement and privilege escalation phase of the cyberattack.,"The lateral movement and privilege escalation phase of the cyberattack took place between December 2017 and June 2018. This involved the attacker moving from Workstation A to Workstation B, indicating an expansion of their access within the network."
When was the SCM system compromised according to the workflow diagram?,"The SCM system was compromised on June 26, 2018, as indicated by the workflow diagram, with the compromise occurring via the Internet to CITRIX Server 1 @SGH."
When was the SCM Database queried by the attacker?,"The SCM Database was queried by the attacker between June 27, 2018, and July 4, 2018. This querying originated from CITRIX Server 1 @SGH and targeted the SCM DB Servers containing Medical Records."
Describe the first instance of data transfer related to exfiltration shown in the workflow.,"The first instance of data transfer related to exfiltration, labeled 5a, occurred between June 27, 2018, and July 4, 2018. During this step, data was transferred from the SCM DB Servers (Medical Records) to CITRIX Server 2 @SGH."
Describe the second instance of data transfer related to exfiltration shown in the workflow.,"The second instance of data transfer related to exfiltration, labeled 5b, occurred between June 27, 2018, and July 4, 2018. In this step, data was transferred from CITRIX Server 2 @SGH to Workstation A."
When and from where did the final data exfiltration occur in the cyberattack workflow?,"The final data exfiltration, labeled 6, occurred between June 27, 2018, and July 4, 2018. This exfiltration took place from Workstation B, utilizing the Internet."
Identify the two main types of attacker activities depicted in the cyberattack workflow diagram.,"The cyberattack workflow diagram depicts two main types of attacker activities: \n1. Attacker's movement to SCM DB Server, which illustrates the path the attacker took to gain access to the database. \n2. Flow of data exfiltration, which shows how the compromised data was moved out of the network."
How did the attacker initially gain access to SingHealth's IT network?,"The attacker initially gained access to SingHealth's IT network around August 23, 2017, by infecting front-end workstations, most likely through phishing attacks. Phishing attacks are a form of social engineering where attackers attempt to trick individuals into revealing sensitive information or installing malware, often through deceptive emails or websites."
For how long did the attacker remain dormant after initial access?,"After gaining initial access, the attacker lay dormant for 4 months before commencing further activities within the network."
"Describe the lateral movement phase of the SingHealth cyberattack, including its duration and impact.","The lateral movement phase of the SingHealth cyberattack commenced after a 4-month dormancy period and lasted for 6 months, specifically between December 2017 and June 2018. During this phase, the attacker moved within the network, compromising many endpoints and servers. This included the Citrix servers located in SGH, which were directly connected to the SCM database."
What types of accounts were compromised during the lateral movement phase of the cyberattack?,"During the lateral movement phase of the cyberattack, a large number of both user and administrator accounts were compromised."
How did the attacker connect to the SGH Citrix servers starting from May 2018?,"Starting from May 2018, the attacker connected to the SGH Citrix servers remotely. This was achieved by utilizing compromised user workstations within the SingHealth IT network and suspected virtual machines."
What was the nature of the cyberattack on SingHealth?,"The cyberattack on SingHealth was described as being of unprecedented scale and sophistication, targeting the SingHealth patient database."
What are the three main components that comprise the SCM system?,"The SCM system is seen as comprising front-end workstations, Citrix servers, and the SCM database."
What is a 'phishing attack' in the context of the SingHealth breach?,"In the context of the SingHealth breach, a 'phishing attack' refers to the likely method by which the attacker gained initial access to SingHealth's IT network. Phishing attacks are typically deceptive attempts to trick users into revealing sensitive information or installing malicious software, often by masquerading as a trustworthy entity."
What does 'lateral movement' refer to in the context of the SingHealth cyberattack?,"In the context of the SingHealth cyberattack, 'lateral movement' refers to the attacker's activity of moving deeper into the network after gaining initial access. This phase, lasting 6 months, involved compromising various endpoints and servers, including critical Citrix servers connected to the SCM database, to expand their control and reach."
Which healthcare institution was the site of the initial entry of the cyberattack?,Healthcare Institution A was the site of the initial entry of the cyberattack.
"Which specific workstation was initially compromised on August 23, 2017?","Workstation A was the specific workstation initially compromised on August 23, 2017."
What was the role of the Internet in the cyberattack workflow?,The Internet played a role in the cyberattack workflow for the compromise of the SCM system (Step 3) and for the final data exfiltration from Workstation B (Step 6).
Which Citrix server was involved in querying the SCM Database?,CITRIX Server 1 @SGH was involved in querying the SCM Database.
Which Citrix server was involved in the first stage of data transfer for exfiltration (5a)?,"CITRIX Server 2 @SGH was involved in the first stage of data transfer for exfiltration (5a), receiving data from the SCM DB Servers."
