input,output
Compare the security requirements for a standalone computer with a single user running a monoprogram versus a standalone computer with a single user running a multiprogram.,"A **standalone computer single user monoprogram** primarily requires **Physical security**. This refers to measures designed to protect physical assets from unauthorized access or damage. In contrast, a **standalone computer single user multiprogram** requires both **Physical security** and **Process protection**. **Process protection** involves mechanisms to isolate and protect individual processes from interfering with each other or the operating system, which becomes necessary when multiple programs are running concurrently on the same system."
What are the differences in security protections needed for a standalone computer with a single user running a multiprogram versus a standalone computer with multiple users?,"For a **standalone computer single user multiprogram**, the required security protections are **Physical security** and **Process protection**. **Physical security** safeguards the hardware from unauthorized access, while **Process protection** ensures that concurrently running programs do not interfere with each other or the system. \n\nHowever, a **standalone computer multiple user** system demands a more extensive set of protections: **Physical security**, **Process protection**, **Data protection**, and **User authentication**. In addition to physical and process safeguards, **Data protection** is crucial to prevent unauthorized access, modification, or destruction of data belonging to different users. **User authentication** is also essential to verify the identity of each user accessing the system, ensuring that only authorized individuals can gain access."
Compare the security measures required for a standalone computer with multiple users versus a networked computer.,"A **standalone computer multiple user** system requires **Physical security**, **Process protection**, **Data protection**, and **User authentication**. **Physical security** protects the hardware, **Process protection** isolates running programs, **Data protection** secures user data, and **User authentication** verifies user identities. \n\nIn contrast, a **networked computer** requires all these protections plus an additional layer: **Communication protection**. This means a networked computer needs **Physical security**, **Process protection**, **Data protection**, **User authentication**, and **Communication protection**. **Communication protection** involves securing data transmitted over a network, safeguarding it from eavesdropping, tampering, or unauthorized access during transit between connected systems."
What are the primary human factors that contribute to insecurity from the perspective of System Users?,"From the perspective of **System Users**, human factors lead to insecurity primarily through two mechanisms: \n\n1.  **Incorrect use of security features**: This often manifests as misconfiguration, where security settings or features are not set up correctly, leaving vulnerabilities open. \n2.  **Prioritizing convenience over security**: Users may disable security configurations that they perceive as inconvenient, thereby weakening the system's defenses for ease of use."
Explain how System Developers contribute to insecurity.,"**System Developers** contribute to insecurity through several human factors: \n\n1.  **Incorrect design of security features**: Security features may not be conceptualized or architected in a robust manner from the outset. \n2.  **Incorrect implementation of security components**: Even if designed correctly, security components might be implemented with flaws or errors, leading to vulnerabilities. \n3.  **Human error**: Developers, being human, are prone to making mistakes during the design, coding, or testing phases, which can introduce security weaknesses into the system."
Define 'Threat Model' in the context of cyber security.,"A **Threat Model** in cyber security is a structured approach used to describe the adversaries and threats under consideration for a system. It involves identifying: \n\n1.  **What is trusted and what is not trusted (TCB)**: This defines the boundaries of the system's core trusted components. \n2.  **Untrusted entities' resources, capabilities, and knowledge**: For entities outside the trusted boundary, it specifies what resources they possess, what actions they can perform, and their level of knowledge about the system. \n3.  **Security properties the system aims to achieve**: These are the desired security goals, such as confidentiality, integrity, and availability, that the system is designed to uphold against identified threats."
What are the key components that a Threat Model describes?,"A **Threat Model** describes three key components: \n\n1.  **What is trusted and what is not trusted (TCB)**: This establishes the scope of the Trusted Computing Base, which is a set of components assumed to be secure. \n2.  **Resources, capabilities, and knowledge of untrusted entities**: For adversaries or components outside the TCB, the model outlines their potential assets, abilities, and understanding of the system, as well as the actions they can perform. \n3.  **Security properties the system aims to achieve**: These are the specific security objectives, such as confidentiality, integrity, or availability, that the system is designed to maintain against identified threats."
Define 'Trust' in the context of cyber systems.,"**Trust** in the context of cyber systems refers to the degree to which an entity is expected to behave in a certain manner. This expectation encompasses two main aspects: \n\n1.  **What the entity is expected to do**: For example, an anti-malware program is trusted to detect malicious programs, or a system is trusted to prevent illegal account logins. \n2.  **What the entity is expected not to do**: For instance, a website is trusted not to expose private data to third parties, and an application is trusted not to inject viruses into the system. \n\nEstablishing clear trust boundaries is critical, as security cannot be achieved in a cyber system if no entities are trusted, and poorly defined trust can lead to security solution failures."
Why is it important to make clear what should be trusted in a cyber system?,"It is important to make clear what should be trusted in a cyber system because **security cannot be established if no entities are trusted**. Without a clear definition of trust, the designed security solutions may fail in practice. This clarity helps in identifying which components or entities are assumed to behave correctly and which are considered untrusted, allowing for appropriate security measures to be put in place to protect against the latter."
Define the Trusted Computing Base (TCB).,"The **Trusted Computing Base (TCB)** is defined as a set of components that need to be trusted to ensure the security of a cyber system. These components can include various elements such as software, the operating system (OS), firmware, and hardware. The fundamental assumption is that all components within the TCB are secure, and security solutions are designed to prevent damage from any components operating outside of this trusted base."
