input,output
Compare Application-based RM with Hardware-based RM.,"Application-based RM (RM) is a security mechanism embedded within applications. It enforces access control policies, provides fine-grained control over application behaviors, and prevents unauthorized actions. It can be integrated with an interpreter, where every operation is checked against security policies before execution, or implemented inline by inserting RM directly into the application's code through source code instrumentation or binary rewriting. An example is StackGuard.

Hardware-based RM, on the other hand, is responsible for monitoring and regulating all software activities, including the OS kernel. Any operation that violates the security policy will trigger a hardware exception. Hardware-based RMs conduct various checks, including memory access management (ensuring accesses are within the process' memory range and follow allowed permissions like read, write, executable, as set in the Page Table Entry) and privilege mode management (managing CPU modes between user and kernel, restricting privileged instructions to kernel mode, and requiring context switches for user mode to call privileged functions)."
What are the differences between Application-based RM and Network-based RM?,"Application-based RM (RM) is a security mechanism embedded within applications themselves. Its purpose is to enforce access control policies, provide granular control over how applications behave, and prevent unauthorized actions. This can be achieved by integrating RM with an interpreter that checks operations against security policies before execution, or by directly inserting RM into the application's code via source code instrumentation or binary rewriting. An example of this is StackGuard.

Network-based RM, exemplified by a firewall, monitors and regulates network traffic based on a defined security policy. It operates by defining outbound policies (what traffic can exit the network) and inbound policies (what traffic can enter the network). Firewalls can perform actions such as allowing traffic, denying traffic, or alerting an administrator. The table provided shows examples of firewall rules based on protocol, source/destination addresses and ports, and the action to be taken."
Explain the concept of Application-based RM and provide examples.,"Application-based RM (RM) refers to a security mechanism that is embedded directly within applications. Its primary functions are to enforce access control policies, offer fine-grained control over application behaviors, and prevent unauthorized actions. This type of RM can be integrated with an interpreter, ensuring that every operation is checked against security policies before it is executed. Alternatively, it can be implemented inline by inserting the RM directly into the application's code, which can be accomplished through source code instrumentation or binary rewriting. A specific example of an inline RM is StackGuard."
Describe how an RM is integrated with an interpreter.,"When an RM (Resource Manager) is integrated with an interpreter, every operation performed by the application is checked against predefined security policies before its execution. This ensures that any action taken by the application adheres to the established security rules. For instance, a JavaScript engine can act as an interpreter that enforces sandboxing by restricting access to certain APIs or resources during script execution, thereby implementing an RM."
What is Inline RM and how is it implemented?,"Inline RM (Resource Manager) involves inserting the RM directly into the application's code. This integration can be achieved through two primary methods: source code instrumentation, where the RM's logic is added to the application's source code, or binary rewriting, where the compiled binary code of the application is modified to include the RM. An example of an inline RM is StackGuard."
Explain Hardware-based RM and its responsibilities.,"Hardware-based RM (Resource Manager) is responsible for monitoring and regulating all software activities, including those of the OS kernel. A key characteristic is that any operation violating the security policy will trigger a hardware exception. These RMs perform various checks, such as memory access management, ensuring that each memory access is within the process's allocated memory range and adheres to the permissions (read, write, executable) defined in the Page Table Entry. They also manage privilege modes, controlling whether the CPU is in user or kernel mode, ensuring privileged instructions are only issued in kernel mode, and managing context switches required for user mode to call privileged functions."
What checks are conducted by Hardware-based RMs regarding memory access?,"Hardware-based RMs conduct memory access management as a crucial checking mechanism. This involves verifying two main aspects: first, that each memory access is performed within the designated memory range of the process; and second, that each access complies with the allowed permissions, such as read, write, or executable, as specified in the Page Table Entry. This process is related to mechanisms like Non-executable Memory."
Describe Privilege mode management in Hardware-based RMs.,"Privilege mode management in Hardware-based RMs refers to the control over the CPU's operational modes, which can be either user mode or kernel mode at any given time. Privileged instructions, which have the potential to affect the entire system, can only be issued when the CPU is in kernel mode. When a user-mode process needs to execute a privileged function, a context switch is required to transition the CPU to kernel mode."
What is a Firewall in the context of Network-based RM?,"In the context of Network-based RM (Resource Manager), a firewall is a security system that monitors and regulates network traffic based on a defined security policy. It operates by establishing outbound policies, which dictate what traffic is permitted to exit the network, and inbound policies, which determine what traffic is allowed to enter the network. Firewalls can take actions such as allowing traffic to pass, denying traffic, or sending an alert to the administrator."
Explain the concepts of Outbound and Inbound policies for a Firewall.,"For a firewall, which acts as a Network-based RM (Resource Manager), there are two types of policies: Outbound policy and Inbound policy.

An Outbound policy defines what network traffic is allowed to exit the network. This controls outgoing connections and data flow from the internal network to external networks like the internet.

An Inbound policy defines what network traffic is allowed to enter the network. This controls incoming connections and data flow from external networks into the internal network."
What are the possible actions a Firewall can take?,"A firewall, functioning as a Network-based RM (Resource Manager), can take several actions based on its security policies:

1.  Allow: This action permits the network traffic to pass through the firewall without any restrictions.
2.  Deny: This action blocks the network traffic, preventing it from passing through the firewall.
3.  Alert: This action sends a notification or alert to the system administrator, informing them about the specific network traffic that has been detected."
Compare Hardware-based RM and Application-based RM.,"Hardware-based RM (Resource Manager) operates at a lower level, monitoring and regulating all software activities, including the OS kernel, and can trigger hardware exceptions for policy violations. It ensures integrity and confidentiality through hardware mechanisms. Examples include memory access management and privilege mode management.

Application-based RM is embedded within applications themselves. It enforces access control policies and controls application behaviors. This can be done by integrating with an interpreter or by inline insertion into the application's code. An example is StackGuard."
What is the role of a Reference Monitor in Protection Strategies?,"A Reference Monitor is a component within Protection Strategies. While the document mentions it as a category, it does not provide a detailed explanation of its specific role or functionalities. It is listed alongside Confinement as a type of Protection Strategy."
What is Hardware-assisted Protection?,"Hardware-assisted Protection refers to security mechanisms that leverage hardware capabilities to enhance the protection of software. This approach is based on the principle that hardware is generally more reliable and harder for attackers to modify than software. It aims to protect the operating system and applications by introducing security-aware hardware. This category encompasses functionalities like Basic Functionalities, Trusted Platform Module, and Trusted Execution Environment."
Explain why software is not always trusted.,"Software is not always trusted primarily because privileged software, such as operating systems (OS) and hypervisors, typically has a very large codebase. This extensive code base inevitably contains numerous vulnerabilities. Consequently, if such software is compromised, an attacker gains the ability to perform any action on any application running on the system. Commercial software, in general, is also known to have a significant number of bugs per lines of code, further contributing to its untrustworthiness."
Why is hardware considered more reliable than software for security?,"Hardware is considered more reliable for security because, once a chip is fabricated, it is extremely difficult for an attacker to modify it, thus guaranteeing the integrity of the hardware. Furthermore, it is also very hard for attackers to peek into the chip and steal sensitive information, such as encryption keys, ensuring the confidentiality of the hardware. This inherent robustness makes it more reliable to introduce security-aware hardware to protect operating systems and applications."
