input,output
What is a system call?,"A system call is an interface that allows a user-level process to request functions or services from the kernel level. These services can include process control, file management, and device management."
How does a user process issue a system call?,"A user process issues a system call by using the `syscall()` API. This API takes the index of the desired system call (represented by `SYS_call`) and any necessary parameters (`arg1`, `arg2`, etc.) as input. The system call index is used to look up the corresponding function pointer in the system call table, which is a table of pointers located in the kernel region that points to different system call functions."
What is the system call table?,"The system call table is a data structure located in the kernel region of memory. It contains pointers to various system call functions. When a user process makes a system call, the index provided to the `syscall()` API is used to find the correct function pointer within this table, which then allows the kernel to execute the requested service."
What are some examples of services provided by system calls?,"System calls provide access to essential operating system services, including process control, file management, and device management."
What is a rootkit?,"A rootkit is a type of malware that obtains root privileges to compromise a computer. Once it has root privileges, a root user can bypass security checks and perform any action on the system. Rootkits can insert and execute arbitrary malicious code within the system's code path and hide their existence by concealing malicious processes, files, and network sockets from detection."
How can an attacker gain root privileges using a rootkit?,"Attackers can gain root privileges through vulnerabilities in the software stack, such as buffer overflows or format string vulnerabilities. These weaknesses allow the rootkit to escalate its privileges to the root level, enabling it to compromise the system."
What are some common techniques used by rootkits to compromise systems?,"Rootkits employ various techniques to compromise systems. These include obtaining root privileges, which allows them to bypass security checks and perform any action. They can also insert and execute malicious code in the system's code path and hide their presence by concealing malicious processes, files, and network sockets."
How does a rootkit change the system call table?,"A rootkit can compromise the system by changing pointers of certain entries within the system call table. When other processes attempt to call these compromised system calls, they will inadvertently execute the attacker's code instead of the intended function."
Explain the example of a rootkit hijacking the `syscall_open` system call.,"In the example, the `syscall_open` system call, typically used to display running processes (like with the `ps` command), is hijacked. A rootkit redirects this system call to a new function called `new_syscall_open`. If the object being opened matches a predefined malicious name, `new_syscall_open` returns `NULL` to hide it. Otherwise, it calls the original `old_syscall_open` function to maintain normal operation. This redirection is achieved by modifying the pointer in the system call table that points to `syscall_open`."
What is the purpose of `old_syscall_open` in the rootkit example?,"`old_syscall_open` represents the original, legitimate system call function for opening files. In the rootkit's redirection mechanism, after checking for malicious conditions, `new_syscall_open` calls `old_syscall_open` to ensure that the intended file opening operation is still performed if the name is not malicious."
What is the role of `new_syscall_open` in the rootkit example?,"`new_syscall_open` is the malicious function that replaces the original `syscall_open` in the system call table. Its primary role is to intercept calls to `syscall_open`. It checks if the `object_name` being opened matches a list of malicious names. If it does, it returns `NULL` to hide the object. If the name is not malicious, it then calls the original `old_syscall_open` function to proceed with the legitimate operation."
How does a rootkit directly change a system call function?,"A rootkit can directly alter a system call function by overwriting a portion of its code. For instance, it can replace the initial bytes of a system call, such as the first 7 bytes of `syscall_open`, with instructions that cause execution to jump to a malicious function, like `malicious_open`. This faked system call will first execute the malicious function, then restore the original system call's code, and finally call the correct original system call."
Describe the process of a rootkit compromising `syscall_open` by modifying its code.,"A rootkit can compromise `syscall_open` by replacing its initial bytes with a jump instruction to a malicious function. First, it reads the original code of `syscall_open` into a buffer (`old_syscall_code`). Then, it prepares new code (`new_syscall_code`) that includes a jump instruction to the `malicious_open` function. This `new_syscall_code` is then written to overwrite the beginning of `syscall_open`. When `syscall_open` is invoked, it executes the malicious code, which calls `malicious_open`. Inside `malicious_open`, the original `syscall_open` code is restored, and then the original `syscall_open` is called to complete the operation."
