input,output
Provide a comprehensive summary of the lack of monitoring at the SCM database.,"The SCM database lacked adequate monitoring for unusual queries and access. Database Activity Monitoring (DAM) solutions are available on the market that could address these gaps. However, DAM was not implemented by IHiS at the time of the attack."
Summarize the security issues related to SGH Citrix servers.,"SGH Citrix servers were not adequately secured against unauthorized access. The compromise of these servers was critical in granting the attacker access to the SCM database. Privileged Access Management was not the sole method for accessing these servers, and logins without two-factor authentication were possible. IHiS Citrix administrators were aware of this alternative route and used it for convenience."
Explain the vulnerabilities associated with SGH Citrix servers regarding remote access.,"SGH Citrix servers lacked firewalls to prevent unauthorized remote access using RDP. RDP, which stands for Remote Desktop Protocol, is a proprietary network communication protocol developed by Microsoft. It enables a user to connect to and control another computer remotely over a network connection. The absence of firewalls allowed for unauthorized remote access."
Describe the observations on the overall management of SGH Citrix servers.,"The SGH Citrix servers were treated as not mission-critical, unlike the SCM database. They were not monitored for real-time analysis and alerts of vulnerabilities and issues. Vulnerability scanning, which was performed for mission-critical systems, was not conducted for the SGH Citrix servers. Vulnerability scanning is an inspection of potential points of exploit on a computer to identify security gaps."
Explain how internet connectivity in the SingHealth IT network increased the attack surface.,"The SingHealth network's connection to the Internet, while serving operational needs, created an avenue for the attacker to enter and exit the network. This allowed the attacker to use an internet-connected workstation (Workstation A) to gain network entry before proceeding to the SCM database to steal medical data."
Detail the security risks associated with internet connectivity in the SingHealth IT network.,"Security risks arising from internet connectivity in the SingHealth network were raised by CSA to MOH as early as August 2015. By June 2017, it was determined that internet access would be removed for staff who did not require it for work. For staff who did require internet access for work, it would be provided through a secure internet access platform, which was to be a 'remote browser'."
Summarize the issue with unpatched versions of Outlook used by IHiS.,"Versions of Outlook used by IHiS were not patched against a publicly available hacking tool. The attacker was able to install this tool on Workstation A on December 1, 2017, by exploiting a vulnerability in the installed Outlook application. A patch that could have prevented this exploitation was available since late 2017, indicating a clear need to improve software upgrade policies."
Explain the concept of C2 infrastructure in the context of the breach.,"CSA's forensic analysis revealed network Indicators of Compromise (IOCs) that appeared to be overseas C2 servers. C2 servers, or Command and Control servers, are generally used for several purposes in a cyber attack. These include: Infection, where the server is used to drop malware into a system; Data exfiltration, where technical data is sent to the servers; and Beacon, where infected machines connect to C2 servers to establish a 'heartbeat,' which is a slow, rhythmic communication to sustain communications."
What is a 'heartbeat' in the context of C2 infrastructure?,"In the context of C2 infrastructure, a 'heartbeat' refers to a slow, rhythmic communication between infected machines and C2 servers. This communication is established to sustain the connection and maintain control."
What were the key findings regarding the SCM database monitoring?,"The SCM database lacked monitoring for unusual queries and access. While Database Activity Monitoring (DAM) solutions exist to address such gaps, DAM was not implemented by IHiS at the time of the attack."
