input,output
Compare Passphrase with Visual drawing patterns as alternative forms of password.,"A Passphrase involves a user entering sentences or long phrases that are easy to remember, and the system applies a hash function to compute the (fixed-size) actual passwords. In contrast, Visual drawing patterns are used on touch interfaces, such as in Android, where a user draws a specific pattern."
What are the differences between Picture passwords and One-time passwords?,"Picture passwords require the user to select objects in pictures and patterns, as seen in Windows 8. One-time passwords, on the other hand, are temporary passwords valid for a single login session or transaction."
Compare cryptographic protection with access control as methods for protecting the password file.,"Cryptographic protection involves using encryption or hashing to secure the password file, making its contents unreadable without the correct key or difficult to reverse engineer. Access control, enforced by the operating system, restricts who can read, write, or execute the password file, thereby limiting unauthorized access."
What is the difference between a False Positive and a False Negative in the context of authentication failure rates?,"A False Positive occurs when the system accepts a wrong user, which constitutes a security problem. Conversely, a False Negative happens when the system rejects a legitimate user, leading to embarrassment and an inefficient work environment. In both cases, the system measures similarity between reference features and current features, accepting a user if the match is above a predefined threshold."
Compare the general vulnerability of fingerprints with the specific threat of rubber fingers.,"In general, fingerprints and biometric traits, while unique, are ""no secrets"" and can be lifted, as demonstrated by hackers lifting fingerprints from devices like the iPhone 5s and Samsung S5. Rubber fingers represent a specific type of fraud where artificial replicas of fingerprints are used. These have defeated many commercial fingerprint recognition systems in the past. While a minor issue if authentication occurs in the presence of security personnel, additional precautions are necessary when authenticating remote users to counteract this type of fraud."
Explain the importance of restricting write access versus read access to the password file.,"Restricting write access to the password file means that only privileged users can modify it. This is crucial because an attacker could gain access to other users' data by simply changing their password if write access is not properly controlled, even if the file is cryptographically protected. Restricting read access to privileged users means that only authorized users can view the contents of the password file. If read access is sufficiently restricted, passwords could theoretically be stored unencrypted. However, if the password file contains data required by unprivileged users, passwords must be ""encrypted,"" though such a file can still be used in dictionary attacks. Modern Unix/Linux systems address this by hiding the actual password file in /etc/shadow, making it inaccessible to non-privileged users."
Compare Passphrase and Picture passwords as alternative authentication methods.,"A Passphrase involves a user entering sentences or long phrases that are easy to remember, which the system then processes using a hash function to compute fixed-size actual passwords. Picture passwords, on the other hand, require users to select specific objects within pictures and patterns, a method used in systems like Windows 8."
What are the differences between Visual drawing patterns and Picture passwords?,"Visual drawing patterns are authentication methods used on touch interfaces, such as in Android, where a user draws a specific pattern. Picture passwords involve selecting objects in pictures and patterns, a method utilized in Windows 8."
Compare Passphrase with One-time passwords.,"A Passphrase is an authentication method where a user inputs sentences or long phrases that are easy to recall, and the system uses a hash function to derive fixed-size actual passwords. One-time passwords are temporary passwords that are valid for a single use or a limited period."
What are the differences between Visual drawing patterns and One-time passwords?,"Visual drawing patterns are an authentication method primarily used on touch interfaces, such as in Android, where a user authenticates by drawing a specific pattern. One-time passwords are temporary passwords designed for a single use or a limited duration."
