input,output
What is the primary goal of confidentiality in computer security?,The primary goal of confidentiality is to keep the contents of a transient communication or data on temporary or persistent storage secret. This means ensuring that unauthorized individuals cannot access or view sensitive information.
Explain the concept of Message/Data Integrity.,"Message/Data Integrity refers to the assurance that the contents of messages or data have not been modified by a third party during exchange. For instance, when Alice and Bob exchange messages, they aim to prevent any unauthorized entity from altering the information within those messages."
What is the goal of accountability in a security context?,"The goal of accountability is to ensure that in the event of a security incident, such as something going wrong or an erroneous transaction being identified, it is possible to determine who the attacker or principal involved was. This allows for tracing actions back to their source."
Describe what an available system means in terms of security.,An available system is defined as one that can respond to its users' requests within a reasonable timeframe. This implies that legitimate users can access and utilize the system and its resources when needed without undue delay or interruption.
What is the purpose of non-repudiation?,"The purpose of non-repudiation is to ensure the undeniability of a transaction by any of the parties involved. This means that a party cannot falsely deny having sent a message or performed a transaction, providing proof of origin and integrity."
What is authentication in the context of communication?,"Authentication is the process by which one party can verify the identity of another party. For example, if Bob wants to communicate with Alice, authentication ensures he can be sure he is communicating with the real Alice and not someone attempting to impersonate her."
What is one method Bob can use to authenticate Alice's identity?,"One method Bob can use to authenticate Alice's identity is based on ""something you know."" This refers to a piece of information that only Alice should know, such as a password or a PIN."
Identify a type of authentication method based on 'something you have'.,"A type of authentication method based on ""something you have"" involves possessing a specific item. Examples include a physical key, a smart card, or a token generator that Alice would possess to prove her identity."
Explain the 'something you are' method of authentication.,"The ""something you are"" method of authentication relies on unique biological or physical characteristics of an individual. This typically refers to biometric data, such as fingerprints, facial recognition, or iris scans, which are inherent to Alice's identity."
Compare and contrast Confidentiality with Message/Data Integrity.,"Confidentiality and Message/Data Integrity are both crucial security goals, but they address different aspects. Confidentiality aims to keep the contents of communication or data secret, preventing unauthorized disclosure. Message/Data Integrity, on the other hand, focuses on preventing unauthorized modification of the contents of messages or data by a third party. While confidentiality protects against eavesdropping, integrity protects against tampering."
What are the differences between Accountability and Non-Repudiation?,"Accountability and Non-Repudiation both relate to tracing actions, but they serve distinct purposes. Accountability's goal is to determine who the attacker or principal is when something goes wrong or an erroneous transaction occurs. Non-Repudiation, however, specifically aims to ensure the undeniability of a transaction by any involved parties, meaning a party cannot later deny having participated in or initiated a transaction. Accountability focuses on identifying responsibility after an event, while non-repudiation provides proof of participation to prevent denial."
How does Availability differ from Confidentiality?,"Availability and Confidentiality are distinct security principles. Confidentiality's goal is to keep the contents of communication or data secret, preventing unauthorized access or disclosure. Availability, conversely, ensures that a system can respond to its users' requests in a reasonable timeframe, meaning legitimate users can access resources when needed. Confidentiality is about secrecy, while availability is about access and responsiveness."
Compare Message/Data Integrity with Non-Repudiation.,"Message/Data Integrity and Non-Repudiation are related but distinct security concepts. Message/Data Integrity ensures that the contents of messages or data have not been modified by a third party. Non-Repudiation, however, ensures the undeniability of a transaction by any of the parties involved, preventing them from falsely denying their participation. Integrity focuses on the data's unaltered state, while non-repudiation focuses on proving the origin and participation in a transaction."
What security principle is concerned with keeping data secret?,"The security principle concerned with keeping data secret is confidentiality. Its goal is to ensure that the contents of a transient communication or data on temporary or persistent storage remain secret, meaning only authorized individuals can access them."
Which security concept aims to prevent a third party from modifying message contents?,"The security concept that aims to prevent a third party from modifying message contents is Message/Data Integrity. It ensures that the information exchanged, for example, between Alice and Bob, remains unaltered by unauthorized entities."
Which security principle helps determine the identity of an attacker or principal after a security incident?,Accountability is the security principle that helps determine the identity of an attacker or principal in the case that something goes wrong or an erroneous transaction is identified. It focuses on tracing actions to their source.
What characteristic defines an available system?,An available system is characterized by its ability to respond to its users' requests in a reasonable timeframe. This ensures that the system's resources and services are accessible and usable by legitimate users when needed.
What is the security goal that ensures the undeniability of a transaction?,"The security goal that ensures the undeniability of a transaction by any of the parties involved is non-repudiation. It provides proof that a transaction occurred and that specific parties participated, preventing them from later denying their involvement."
What is the primary purpose of authentication?,"The primary purpose of authentication is to verify the identity of a communicating party. For instance, it ensures that when Bob communicates with Alice, he can be certain he is interacting with the genuine Alice and not an impersonator."
Provide an example of an authentication method based on 'something you know'.,"An example of an authentication method based on ""something you know"" would be a password or a Personal Identification Number (PIN). These are secrets that only the legitimate user should possess and can provide to prove their identity."
Give an example of an authentication method that relies on 'something you have'.,"An example of an authentication method that relies on ""something you have"" could be a physical security token, a smart card, or a key. These are physical objects that the legitimate user possesses to prove their identity."
What is an example of an authentication method based on 'something you are'?,"An example of an authentication method based on ""something you are"" is a biometric identifier, such as a fingerprint scan, facial recognition, or an iris scan. These methods use unique biological characteristics of an individual for identity verification."
"In the context of confidentiality, what does 'transient communication' refer to?","In the context of confidentiality, ""transient communication"" refers to data or messages that are in transit, meaning they are being actively exchanged between parties. Confidentiality aims to keep the contents of such communication secret during its transmission."
What is meant by 'persistent storage' in relation to confidentiality?,"In relation to confidentiality, ""persistent storage"" refers to data stored on long-term memory devices, where it remains even after the system is powered off. Confidentiality ensures that the contents of this stored data remain secret."
Who is considered a 'third party' in the context of Message/Data Integrity?,"In the context of Message/Data Integrity, a ""third party"" refers to any entity other than the intended sender (e.g., Alice) and receiver (e.g., Bob) of a message or data. This third party is an unauthorized entity that might attempt to modify the contents of their communication."
