input,output
What are the differences between RAT 1 and RAT 2?,RAT 1 is a Remote Access Trojan. RAT 2 is also a Remote Access Trojan and was referred to as such in the report. Both RAT 1 and RAT 2 were among the malware samples found and analyzed by CSA that were either stealthy by design or unique variants not seen in the wild and not detected by standard anti-malware solutions. RAT 2 was planted by the attacker on Workstation B on 17 April 2018.
Compare malware and Remote Access Trojan (RAT).,Malware is a broad term for malicious software. A Remote Access Trojan (RAT) is a specific type of malware that allows an attacker to remotely control a compromised computer. RAT 1 and RAT 2 are examples of malware that are also Remote Access Trojans.
Explain the role of PowerShell commands in the attack.,PowerShell commands were used by the attacker to distribute malware to infect other machines. They were also used in conjunction with malicious files being copied between machines over mapped network drives.
What is the significance of compromising the Windows authentication system?,"Compromising the Windows authentication system allowed the attacker to obtain administrator and user credentials. This, in turn, meant the attacker gained full control over all Windows-based servers and hosted applications, as well as all employee workstations and underlying data within the domain."
Describe how the attacker gained control of Workstation B.,"The attacker gained access to Workstation B (SGH) and planted RAT 2, thereby gaining control of the workstation. This workstation had access to the SCM application."
What was Workstation B used for after the attacker gained control?,"After gaining control, Workstation B was used to log in remotely to the SGH Citrix Servers 1 and 2."
When did the attacker begin querying the SCM database and from which server?,"The attacker began querying the SCM database from Citrix Server 2 on 26 June 2018, using the A.A. account."
What were the three types of SQL queries the attacker ran against the SCM database?,"The three types of SQL queries the attacker ran were: (i) reconnaissance on the schema of the SCM database, (ii) direct queries relating to particular individuals, and (iii) bulk queries on patients in general."
What specific information was retrieved from the SCM database via SQL queries?,"The attacker retrieved the Prime Minister's personal and outpatient medication data. Additionally, demographic records of 1,495,364 patients, including their names, NRIC numbers, addresses, gender, race, and dates of birth, were accessed. The outpatient dispensed medication records of about 159,000 of these patients were also retrieved."
Describe the data exfiltration route as depicted in Figure 11.,"Figure 11 illustrates the data exfiltration route. Data was exfiltrated from the SCM DB Server to Citrix Server 2. From Citrix Server 2, the data moved to Workstation A. Finally, exfiltration occurred from Workstation A to C2 servers."
"When was the copying and exfiltration of data from the SCM database stopped, and how?",The copying and exfiltration of data from the SCM database was stopped on 4 July 2018. This occurred after staff from IHiS discovered unusual queries and took steps to prevent similar queries from being run against the SCM database.
What recommendation was made by CSA after detecting malware and communications from the S.P. server?,"After detecting malware and communications from the S.P. server, CSA recommended that internet surfing separation should be implemented. This measure was intended to prevent the attacker from exercising command and control over any remaining footholds in the network."
"When was internet surfing separation implemented, and what was the outcome?","Internet surfing separation was implemented on 20 July 2018. Following this implementation, no further signs of malicious activity were detected."
Compare evidence of lateral movement found in the proliferation of malware with evidence from PowerShell commands.,"Evidence of the attacker's lateral movements was found in the proliferation of malware across a number of endpoints and servers. This malware included stealthy or unique variants not detected by standard anti-malware solutions, such as RAT 1 and RAT 2. Separately, evidence of PowerShell commands used by the attacker to distribute malware to infect other machines and copy malicious files over mapped network drives also indicated lateral movement."
What is the difference between 'stealthy by design' malware and 'unique variants' malware?,"Malware that is 'stealthy by design' is created with the intention of evading detection from security software. 'Unique variants' refers to malware that is a modified or new version of existing malware, making it unfamiliar to standard anti-malware solutions and thus not detected."
What is a Remote Access Trojan (RAT)?,A Remote Access Trojan (RAT) is a type of malware that provides an attacker with remote control over a victim's computer. RAT 1 and RAT 2 are examples of such malware mentioned in the context of the attack.
What does it mean for malware to be 'not detected by standard anti-malware solutions'?,"When malware is 'not detected by standard anti-malware solutions,' it means that common antivirus or security software failed to identify and block it. This is often because the malware is new, uses sophisticated evasion techniques, or is a custom variant."
What was the attacker's objective in querying the SCM database?,"The attacker's objective in querying the SCM database was to retrieve specific information. This included the Prime Minister's personal and outpatient medication data, demographic records of a large number of patients, and outpatient dispensed medication records."
What is the SCM database?,"The SCM database is a system that contains patient information, including demographic records and medication data. The attacker queried this database to exfiltrate sensitive information."
