input,output
Analyse the core design principles of a Trusted Computing Base (TCB).,"The core design principles of a Trusted Computing Base (TCB) are Unbypassable, Tamper-resistant, and Verifiable. \n\n**Unbypassable (completeness)** means there must be no way to breach system security by bypassing the TCB. This ensures that the TCB is the sole arbiter of security decisions. \n\n**Tamper-resistant (security)** dictates that the TCB should be protected against other parts outside the TCB. These external parts cannot modify the TCB's code or state, safeguarding its integrity. \n\n**Verifiable (or correctness)** implies that it should be possible to verify the correctness of the TCB. This allows for assurance that the TCB operates as intended and correctly enforces security policies."
What insights can be derived from analyzing the size of a Trusted Computing Base (TCB)?,"Analyzing the size of a Trusted Computing Base (TCB) reveals several insights regarding trustworthiness, verifiability, and design complexity. \n\nA system with a smaller TCB is generally considered more trustworthy and easier to verify. This is because fewer assumptions are needed, reducing the likelihood of those assumptions being violated. This approach aligns with the **KISS (Keep It Simple, Stupid) principle**, which advocates for simplicity in design to enhance reliability and maintainability. \n\nConversely, designing a secure system with a smaller TCB is more challenging. This increased challenge stems from the need to consider more malicious entities, as the smaller, more critical component must withstand a broader range of potential attacks."
Differentiate between an active and a passive attacker based on their type of actions.,"The distinction between an active and a passive attacker lies in their methods of interaction with the system. \n\nAn **active attacker** is one who manipulates or disrupts the systems. Examples of actions performed by an active attacker include modifying data or injecting code, directly interfering with the system's operation and integrity. \n\nA **passive attacker**, in contrast, focuses on observing and gathering information without interfering with the system. Their actions do not alter the system's state or data; instead, they aim to collect sensitive information through methods like eavesdropping."
Describe the different types of knowledge an attacker might possess regarding a system.,"An attacker's knowledge regarding a system can vary significantly, influencing their attack strategies. \n\nOne type of knowledge is a comprehensive understanding, where the attacker **knows the system's design, architecture, source code, etc.** This deep insight allows for highly targeted and sophisticated attacks. \n\nAlternatively, an attacker might **lack detailed knowledge and must rely on probing or trial and error**. In this scenario, the attacker attempts various methods to discover vulnerabilities or gain access, often through iterative testing and observation of system responses."
Analyse the common security properties defined by the CIA model.,"The common security properties defined by the CIA model are Confidentiality, Integrity, and Availability, which represent the security goals for a system. \n\n**Confidentiality (C)** aims to prevent unauthorized disclosure of information. This means sensitive information should not be leaked to unauthorized parties. An example of a confidentiality breach is eavesdropping, packet sniffing, or illegal copying of data. \n\n**Integrity (I)** focuses on preventing unauthorized modification of information. It ensures that critical system state and code cannot be altered by malicious parties. Intercepting packets, modifying them, and then releasing them is an example of an integrity breach. \n\n**Availability (A)** seeks to prevent unauthorized withholding of information or resources. It ensures that resources should always be available for authorized users. Disrupting services is an example of an availability breach."
Explain the security property of Accountability and its significance.,"Accountability is a security property that ensures the actions of an entity can be traced and identified. Its significance lies in providing a record of who did what, which is crucial for auditing, forensic analysis, and deterring malicious activities. By being able to trace actions, system administrators can identify the source of security incidents and hold responsible parties accountable."
Define Non-repudiation and explain its purpose.,"Non-repudiation is a security property that provides unforgeable evidence that specific actions occur. This means an entity cannot deny having performed an action because there is irrefutable proof. The purpose of non-repudiation is to ensure that specific actions are backed by unforgeable evidence, preventing false denials of participation in a transaction or communication."
What is Authenticity in the context of security properties?,"Authenticity is a security property that ensures the communicated entity is the correct entity. This means verifying the identity of a user, process, or system component to confirm that it is who or what it claims to be, thereby preventing impersonation and unauthorized access."
Explain the concept of Anonymity or privacy as a security property.,"Anonymity or privacy is a security property focused on hiding personal information and identity from being leaked to external parties. This property aims to protect sensitive personal data and ensure that individuals cannot be identified or tracked without their consent, thereby safeguarding their personal information from unauthorized disclosure."
Describe Verifiability as a security property.,"Verifiability is a security property that states the system's operations can be independently verified. This means that external parties or mechanisms can inspect and confirm that the system is functioning correctly and adhering to its specified security policies, providing assurance in its trustworthiness and correctness."
What does the security property of Freshness entail?,"Freshness is a security property that entails that the data or communications are current and not reused or replayed. This property is crucial for preventing replay attacks, where old, legitimate data or messages are retransmitted to trick a system into performing an unauthorized action or to gain unauthorized access. Ensuring freshness guarantees that interactions are timely and unique."
Analyse the security property of Fault tolerance.,"Fault tolerance is a security property that ensures the system can continue to function correctly despite failures. This property is critical for maintaining system availability and reliability, even when components fail or errors occur. A fault-tolerant system is designed to gracefully handle unexpected issues, preventing complete system outages and ensuring continuous operation."
Describe the Trusted Computing Base (TCB) in the context of the Target attack case study.,"In the context of the Target attack case study, the **Trusted Computing Base (TCB)** refers to the Target computer system, including its operating system (OS) and hardware, which are considered trusted. However, the malicious software, specifically the 'Trojan.POSRAM' malware, is explicitly *not* trusted. This untrusted malicious software was responsible for leaking data to the attacker, highlighting a critical compromise within the trusted environment."
What were the adversarial capabilities and knowledge identified in the Target attack threat model?,"In the Target attack threat model, the adversarial capabilities and knowledge were significant. The attacker possessed the capability to launch malware, specifically 'Trojan.POSRAM,' on Target's Point-of-Sale (POS) terminals. This malware was then used to collect credit card data stored in the database. The attacker's knowledge allowed them to deploy sophisticated malware that could collect unencrypted payment card information and evade forensic detection, indicating a deep understanding of system vulnerabilities and operational methods."
Which security property was primarily considered in the Target attack case study?,"The security property primarily considered in the Target attack case study was **Confidentiality**. The objective was protecting the system from leaking sensitive information, specifically credit card data. \n\n**Confidentiality (C)** is defined as the prevention of unauthorized disclosure of information, ensuring that sensitive information is not leaked to unauthorized parties. The attack directly violated this property by exfiltrating unencrypted payment card information."
Explain the Prevention strategy in security.,"The Prevention strategy in security involves taking measures that prevent your system from being damaged. This proactive approach focuses on implementing controls and safeguards to stop security incidents from occurring in the first place. Examples include firewalls, access controls, and encryption, all designed to block unauthorized actions or access before they can cause harm."
Describe the Detection strategy in security.,"The Detection strategy in security involves taking measures so that you can detect when, how, and by whom your system has been damaged. This strategy focuses on identifying security incidents as they happen or after they have occurred. Tools and processes like intrusion detection systems, logging, and monitoring are employed to alert administrators to suspicious activities or breaches, providing the necessary information for response."
