input,output
What are the main security challenges in modern operating systems?,"Modern operating systems face several security challenges. These include the transition from single-user to multi-user environments, where not all users can be trusted. Another challenge is the shift from trusted applications to untrusted applications, as seen in modern PCs and smartphones that run third-party apps. Finally, the evolution from standalone systems to networked systems introduces external, unknown threats that the OS must defend against, as not all network components are trusted."
Explain the three factors used for authentication.,"Authentication relies on three factors to verify a user's identity. The first is 'something you know,' which includes passwords, PINs, or public/private keys. The second is 'something you have,' such as a smartcard or hardware token. The third factor is 'something you are,' which involves biometrics like fingerprints, face recognition, or voice recognition."
What is the trade-off associated with password strength and convenience?,"The trade-off between password security and convenience is a significant consideration. Weak passwords are easy to memorize but are also easily guessed by attackers. Conversely, complex passwords offer greater security but can lead to user frustration due to their difficulty in remembering and typing."
Describe what constitutes a weak password.,"A weak password is a character combination that is easily guessed by friends, malicious actors, or password-hacking software. Common characteristics of weak passwords include being short, using single words or simple numerical phrases, employing recognizable keystroke patterns (like QWERTY), including personal information, or using repeated letters or numbers (e.g., 'aaaa' or '55555')."
What are the characteristics of a strong password?,"A strong password is a long combination of unique characters that is difficult for others to guess or for technology to crack. This typically involves lengthy combinations of various character types, including numbers, letters, and symbols. Mnemonic techniques, such as using the first letter of each word in a memorable sentence, can also create strong passwords. Additionally, using non-dictionary words, which are combinations of characters not found in common dictionaries or slang, further enhances strength."
What are the different types of possessions used for authentication?,"For authentication, possessions can be used in several ways. Tokens, which might generate one-time passwords, are one type. Smartcards are another, consisting of a physical card paired with a smart card reader. These physical items serve as proof of possession."
Discuss the limitations of using physical possessions for authentication.,"Physical possessions used for authentication have several limitations. They are easy to lose, which makes combining them with user knowledge (two-factor authentication) a safer approach. They can also be costly, with tokens ranging from $15-$25. Furthermore, these items are susceptible to damage, such as a smartcard being washed or a device's battery dying. Lastly, some may rely on non-standard algorithms that can be less secure."
Explain how biometrics work for authentication and their limitations.,"Biometrics authenticate users by measuring unique physical characteristics such as fingerprints, facial features, retina patterns, or voice. These methods can be extremely accurate and fast. However, they have limitations. While private, biometric data is not secret and could potentially be captured from surfaces like glass or door handles. Revoking compromised biometric data, like an iris scan, is difficult, as it's impossible to 'create a new one' in the same way a password can be reset."
What is authorization and what are its three basic elements?,"Authorization is the process of implementing a security policy that defines who or what has access to specific resources within a computer system and the types of access permitted. It acts as a mediator between users or processes and system resources. The three basic elements of a security policy are: Subject (the process or user attempting access), Object (the resource being accessed), and Operations (the actions that can be taken on the resource)."
Describe the three types of subjects in an access control context.,"In access control, there are three types of subjects. The 'Owner' is typically the creator of a resource, or in the case of system resources, the system administrator. A 'Group' consists of multiple users to whom privileges can be assigned collectively; users joining or leaving a group automatically gain or lose corresponding privileges. 'Other' refers to users who have access to the system but are not designated as the owner or part of a specific group for that resource, and they are granted the least amount of access."
